file,year,survey_type,agency_scope,question_id,main_question,question_texts,survey_variable_names,data_file_variable_names,variable_formats,values,value_labels,domain,weight_priority,matched_keywords
2013_FM_data.xlsx,2013,FM,,37,Does your agency deploy ITS technology at work zones?,Does your agency deploy ITS technology at work zones? || What ITS technologies does your agency deploy at work zones? (Check all that apply) || Intrusion alarm || Dynamic lane merge system || Queue detection and alert system || Variable speed limit || Travel time system || Route guidance around work zones || Portable CCTV || Other (please specify):,ITSWorkZones || ITSWorkZonesIntrusion || ITSWorkZonesDynamic || ITSWorkZonesQueue || ITSWorkZonesVariable || ITSWorkZonesTravelTime || ITSWorkZonesRouteGuidance || ITSWorkZonesPortable || ITSWorkZonesOtherText,13_FM_Q37_1R01C01 || 13_FM_Q37_2R01C01 || 13_FM_Q37_2R02C01 || 13_FM_Q37_2R03C01 || 13_FM_Q37_2R04C01 || 13_FM_Q37_2R05C01 || 13_FM_Q37_2R06C01 || 13_FM_Q37_2R07C01 || 13_FM_Q37_2R08C01TXT,Multiple Choice || Boolean || Text,"0,1,2 || 0,1",0=No;1=Yes;2=No Response || 0=No;1=Yes,Traffic Monitoring and Data Collection,High,travel time; cctv
2013_FM_data.xlsx,2013,FM,,37,Does your agency deploy ITS technology at work zones?,Does your agency deploy ITS technology at work zones? || What ITS technologies does your agency deploy at work zones? (Check all that apply) || Intrusion alarm || Dynamic lane merge system || Queue detection and alert system || Variable speed limit || Travel time system || Route guidance around work zones || Portable CCTV || Other (please specify):,ITSWorkZones || ITSWorkZonesIntrusion || ITSWorkZonesDynamic || ITSWorkZonesQueue || ITSWorkZonesVariable || ITSWorkZonesTravelTime || ITSWorkZonesRouteGuidance || ITSWorkZonesPortable || ITSWorkZonesOtherText,13_FM_Q37_1R01C01 || 13_FM_Q37_2R01C01 || 13_FM_Q37_2R02C01 || 13_FM_Q37_2R03C01 || 13_FM_Q37_2R04C01 || 13_FM_Q37_2R05C01 || 13_FM_Q37_2R06C01 || 13_FM_Q37_2R07C01 || 13_FM_Q37_2R08C01TXT,Multiple Choice || Boolean || Text,"0,1,2 || 0,1",0=No;1=Yes;2=No Response || 0=No;1=Yes,Active Traffic and Demand Management,Low,variable speed limit
2013_FM_data.xlsx,2013,FM,,37,Does your agency deploy ITS technology at work zones?,Does your agency deploy ITS technology at work zones? || What ITS technologies does your agency deploy at work zones? (Check all that apply) || Intrusion alarm || Dynamic lane merge system || Queue detection and alert system || Variable speed limit || Travel time system || Route guidance around work zones || Portable CCTV || Other (please specify):,ITSWorkZones || ITSWorkZonesIntrusion || ITSWorkZonesDynamic || ITSWorkZonesQueue || ITSWorkZonesVariable || ITSWorkZonesTravelTime || ITSWorkZonesRouteGuidance || ITSWorkZonesPortable || ITSWorkZonesOtherText,13_FM_Q37_1R01C01 || 13_FM_Q37_2R01C01 || 13_FM_Q37_2R02C01 || 13_FM_Q37_2R03C01 || 13_FM_Q37_2R04C01 || 13_FM_Q37_2R05C01 || 13_FM_Q37_2R06C01 || 13_FM_Q37_2R07C01 || 13_FM_Q37_2R08C01TXT,Multiple Choice || Boolean || Text,"0,1,2 || 0,1",0=No;1=Yes;2=No Response || 0=No;1=Yes,Work Zone ITS and Queue Warning,Medium,work zones; dynamic lane merge; intrusion alarm
2013_FM_data.xlsx,2013,FM,,38,Number of freeway centerline miles covered by Highway Advisory Radio (HAR):,Number of freeway centerline miles covered by Highway Advisory Radio (HAR):,MilesHAR,13_FM_Q38_1R01C01,Numeric,,,Traveler Information and User Services,Low,highway advisory radio
2013_FM_data.xlsx,2013,FM,,42,What methods are used to disseminate traveler information on freeways by your agency? (Check all that apply),What methods are used to disseminate traveler information on freeways by your agency? (Check all that apply) || 511 || Other (non-511) telephone systems || Email or alert || Twitter || Facebook || App for mobile device such as tablet or smart phone || Dynamic Message Signs || Website || Highway Advisory Radio || Other (please specify):,MethodTraveler511 || MethodTravelerOtherPhone || MethodTravelerTwitter || MethodTravelerFacebook || MethodTravelerEmail || MethodTravelerApp || MethodTravelerDms || MethodTravelerWeb || MethodTravelerHar || MethodTravelerOtherText,13_FM_Q42_1R01C01 || 13_FM_Q42_1R02C01 || 13_FM_Q42_1R03C01 || 13_FM_Q42_1R04C01 || 13_FM_Q42_1R05C01 || 13_FM_Q42_1R06C01 || 13_FM_Q42_1R07C01 || 13_FM_Q42_1R08C01 || 13_FM_Q42_1R09C01 || 13_FM_Q42_1R10C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Traveler Information and User Services,Low,traveler information; disseminate; highway advisory radio; website
2013_FM_data.xlsx,2013,FM,,43,Please indicate whether your agency reports any of the following information to the public.,Please indicate whether your agency reports any of the following information to the public. || Roadway or lane blocking incidents and events on arterials || Work Zone location and duration on arterials || Roadway weather observations on arterials || Freeway blocked or with other travel restrictions || None of the above,ReportLaneBlocking || ReportWorkZone || ReportRoadwayWeather || ReportArterialBlocked || ReportNoneAbove,13_FM_Q43_1R01C01 || 13_FM_Q43_1R02C01 || 13_FM_Q43_1R03C01 || 13_FM_Q43_1R04C01 || 13_FM_Q43_1R05C01,Boolean,"0,1",0=No;1=Yes,Work Zone ITS and Queue Warning,Medium,work zone
2013_FM_data.xlsx,2013,FM,,44,Do you report travel time data on freeways?,Do you report travel time data on freeways? || What travel time data are reported? || Travel time by segment || Travel time over selected route || Other (Please specify),ReportTravelTimesMethods || ReportTravelTimesSegment || ReportTravelTimesRoute || ReportTravelTimesOtherText,13_FM_Q44_1R01C01 || 13_FM_Q44_2R01C01 || 13_FM_Q44_2R02C01 || 13_FM_Q44_2R03C01TXT,Multiple Choice || Boolean || Text,"0,1,2 || 0,1",0=No;1=Yes;2=No Response || 0=No;1=Yes,Traffic Monitoring and Data Collection,High,travel time
2013_FM_data.xlsx,2013,FM,,47,Does your agency use archived operations data to track freeway system performance?,"Does your agency use archived operations data to track freeway system performance? || What are the archived operations data used for? || Real-time Operations (e.g., used in real-time to adjust system operations) || Capital planning/analysis || Operations planning/analysis || Dissemination to the public || Planning/analysis of work zone design || Other (please specify):",UseArchivePerf || UseArchivePerfRealtime || UseArchivePerfCapital || UseArchivePerfOperations || UseArchivePerfDissemination || UseArchivePerfPlanning || UseArchivePerfOtherText,13_FM_Q47_1R01C01 || 13_FM_Q47_2R01C01 || 13_FM_Q47_2R02C01 || 13_FM_Q47_2R03C01 || 13_FM_Q47_2R04C01 || 13_FM_Q47_2R05C01 || 13_FM_Q47_2R06C01TXT,Multiple Choice || Boolean || Text,"0,1,2 || 0,1",0=No;1=Yes;2=No Response || 0=No;1=Yes,Work Zone ITS and Queue Warning,Medium,work zone
2013_FM_data.xlsx,2013,FM,,48,Which of the following measures are used to report on the performance of the freeway system?,Which of the following measures are used to report on the performance of the freeway system? || Travel time || Travel time reliability || Vehicles per lane per mile || Vehicles per hour || Throughput per lane per hour || Person throughput per hour || Average auto occupancy || Average queue length || Performance measures not used || Other (please specify),PerformanceTravelTime || PerformanceTravelReliability || PerformanceVehicleLane || PerformanceVehicleHour || PerformancePersonLane || PerformancePersonHour || PerformanceAverage || PerformanceAverageQueue || PerformanceNotUsed || PerformanceOtherText,13_FM_Q48_1R01C01 || 13_FM_Q48_1R02C01 || 13_FM_Q48_1R03C01 || 13_FM_Q48_1R04C01 || 13_FM_Q48_1R05C01 || 13_FM_Q48_1R06C01 || 13_FM_Q48_1R07C01 || 13_FM_Q48_1R08C01 || 13_FM_Q48_1R09C01 || 13_FM_Q48_1R10C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Signal Management and Intersection Control,High,queue length
2013_FM_data.xlsx,2013,FM,,48,Which of the following measures are used to report on the performance of the freeway system?,Which of the following measures are used to report on the performance of the freeway system? || Travel time || Travel time reliability || Vehicles per lane per mile || Vehicles per hour || Throughput per lane per hour || Person throughput per hour || Average auto occupancy || Average queue length || Performance measures not used || Other (please specify),PerformanceTravelTime || PerformanceTravelReliability || PerformanceVehicleLane || PerformanceVehicleHour || PerformancePersonLane || PerformancePersonHour || PerformanceAverage || PerformanceAverageQueue || PerformanceNotUsed || PerformanceOtherText,13_FM_Q48_1R01C01 || 13_FM_Q48_1R02C01 || 13_FM_Q48_1R03C01 || 13_FM_Q48_1R04C01 || 13_FM_Q48_1R05C01 || 13_FM_Q48_1R06C01 || 13_FM_Q48_1R07C01 || 13_FM_Q48_1R08C01 || 13_FM_Q48_1R09C01 || 13_FM_Q48_1R10C01TXT,Boolean || Text,"0,1",0=No;1=Yes,Traffic Monitoring and Data Collection,High,travel time
2013_FM_data.xlsx,2013,FM,,49,Does your agency utilize an asset management system to track infrastructure inventory and related maintenance and operations activity?,Does your agency utilize an asset management system to track infrastructure inventory and related maintenance and operations activity?,AssetMgtSystem,13_FM_Q49_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,ITS Program Planning and Operational Support,Medium,asset management; inventory
2013_FM_data.xlsx,2013,FM,,50,Does your agency have a preventive maintenance program for ITS devices?,"Does your agency have a preventive maintenance program for ITS devices? || How often are your ITS devices inspected and recalibrated? || Loop detectors || Other Types of Detectors (radar, microwave, toll tag readers) || CCTV Cameras || Other (please specify)",PreventiveMaintITS || PreventiveMaintLoop || PreventiveMaintRadar || PreventiveMaintCCTV || PreventiveMaintOther || PreventiveMaintOtherText,13_FM_Q50_1R01C01 || 13_FM_Q50_2R01C01 || 13_FM_Q50_3R01C01 || 13_FM_Q50_4R01C01 || 13_FM_Q50_5R02C01 || 13_FM_Q50_5R01C01TXT,Multiple Choice || Text,"0,1,2 || 1,2,3,4,5",0=No;1=Yes;2=No Response || 1=Less than once annually;2=Once annually;3=More than once annually;4=Not regularly inspected and recalibrated;5=Not applicable,Traffic Monitoring and Data Collection,High,microwave; radar; cctv
2013_FM_data.xlsx,2013,FM,,53,Is your agency familiar with Dedicated Short Range Communications (DSRC) technology?,Is your agency familiar with Dedicated Short Range Communications (DSRC) technology?,FamiliarDSRC,13_FM_Q53_1R01C01,Multiple Choice,"0,1,2",0=No;1=Yes;2=No Response,"Connected, Automated, and Emerging Vehicle Technology",Medium,dsrc
2013_FM_data.xlsx,2013,FM,,54,Does your agency currently use or have plans to use DSRC in operating any of its ITS infrastructure?,Does your agency currently use or have plans to use DSRC in operating any of its ITS infrastructure?,CurrentlyUsePlanDSRC,13_FM_Q54_1R01C01,Multiple Choice,"1,2,3,4",1=Currently use DSRC;2=Plan to us DSRC;3=No plans to use DSRC;4=No Response,"Connected, Automated, and Emerging Vehicle Technology",Medium,dsrc
2013_FM_data.xlsx,2013,FM,,55,Is your agency using or does it plan to use any DSRC-enabled technologies to support the deployment of the following,Is your agency using or does it plan to use any DSRC-enabled technologies to support the deployment of the following || Safety applications (e.g. intersection collision avoidance) - currently use || Mobility applications - currently use || Tolling operations - currently use || Commercial Vehicle Operations and regulation - currently use || Safety applications (e.g. intersection collision avoidance) - plan to use || Mobility applications - plan to use || Tolling operations - plan to use || Commercial Vehicle Operations and regulation- plan to use || Safety applications (e.g. intersection collision avoidance) - no plan to use || Mobility applications - no plan to use || Tolling operations - no plan to use || Commercial Vehicle Operations and regulation - no plan to use,DSRCSafetyCurrently || DSRCSafetyplan || DSRCSafetynoplans || DSRCMobilityCurrently || DSRCMobilityplan || DSRCMobilitynoplans || DSRCTollingCurrently || DSRCTollingplan || DSRCTollingnoplans || DSRCCommercialCurrently || DSRCCommercialplan || DSRCCommercialnoplans,13_FM_Q55_1R01C01 || 13_FM_Q55_1R01C02 || 13_FM_Q55_1R01C03 || 13_FM_Q55_1R02C01 || 13_FM_Q55_1R02C02 || 13_FM_Q55_1R02C03 || 13_FM_Q55_1R03C01 || 13_FM_Q55_1R03C02 || 13_FM_Q55_1R03C03 || 13_FM_Q55_1R04C01 || 13_FM_Q55_1R04C02 || 13_FM_Q55_1R04C03,Boolean,"0,1",0=No;1=Yes,"Connected, Automated, and Emerging Vehicle Technology",Medium,dsrc
2013_FM_data.xlsx,2013,FM,,62,"We want to understand if data is sent and/or received among the coordination agencies in the corridor. For each type of data below, please indicate if your agency receives this data from the other coordinating agencies in the corridor, collects and sends this data to the other coordinating agencies, collects but does not send this data to the other coordinating agencies, or does not collect this data. For each item check all that apply.","We want to understand if data is sent and/or received among the coordination agencies in the corridor. For each type of data below, please indicate if your agency receives this data from the other coordinating agencies in the corridor, collects and sends this data to the other coordinating agencies, collects but does not send this data to the other coordinating agencies, or does not collect this data. For each item check all that apply. || My agency receives; My agency collects and sends; My agency collects but does not send; My agency does not collect; Not applicable || Freeway incident data-agency receives || Freeway traffic volumes, speeds, or travel times-agency receives || Arterial incident data-agency receives || Transit incident data-agency receives || Arterial traffic volumes, speeds, or travel time-agency receives || Transit vehicle location data (AVL)-agency receives || Transit schedule adherence-agency receives || Transit passenger count-agency receives || Other data (please describe)-agency receives || Freeway incident data-agency collects and sends || Freeway traffic volumes, speeds, or travel times-agency collects and sends || Arterial incident data-agency collects and sends || Arterial traffic volumes, speeds, or travel time-agency collects and sends || Transit incident data-agency collects and sends || Transit vehicle location data (AVL)-agency collects and sends || Transit schedule adherence-agency collects and sends || Transit passenger count-agency collects and sends || Other data (please describe)-agency collects and sends || Freeway incident data-agency collects but does not send || Freeway traffic volumes, speeds, or travel times-agency collects but does not send || Arterial incident data-agency collects but does not send || Arterial traffic volumes, speeds, or travel time-agency collects but does not send || Transit incident data-agency collects but does not send || Transit vehicle location data (AVL)-agency collects but does not send || Transit schedule adherence-agency collects but does not send || Transit passenger count-agency collects but does not send || Other data (please describe)-agency collects but does not send || Freeway incident data-agency does not collect || Freeway traffic volumes, speeds, or travel times-agency does not collect || Arterial incident data-agency does not collect || Arterial traffic volumes, speeds, or travel time-agency does not collect || Transit incident data-agency does not collect || Transit vehicle location data (AVL)-agency does not collect || Transit schedule adherence-agency does not collect || Transit passenger count-agency does not collect || Other data (please describe)-agency does not collect || Freeway incident data-not applicable || Freeway traffic volumes, speeds, or travel times-not applicable || Arterial incident data-not applicable || Arterial traffic volumes, speeds, or travel time-not applicable || Transit incident data-not applicable || Transit vehicle location data (AVL)-not applicable || Transit schedule adherence-not applicable || Transit passenger count-not applicable || Other data (please describe)-not applicable || For each type of data that is sent or received among coordinating agencies (as indicated in part a above), please indicate with what level of frequency the data is shared. For each item, select only one response. || 0-5 minutes; 6-15 minutes; 16-59 minutes; 60 + minutes || Freeway incident data-0-5 minutes || Freeway traffic volumes, speeds, or travel times-0-5 minutes || Arterial incident data-0-5 minutes || Transit incident data-0-5 minutes || Arterial traffic volumes, speeds, or travel time-0-5 minutes || Transit vehicle location data (AVL)-0-5 minutes || Transit schedule adherence-0-5 minutes || Transit passenger count-0-5 minutes || Other data (please describe)-0-5 minutes || Freeway incident data-6-15 minutes || Freeway traffic volumes, speeds, or travel times-6-15 minutes || Arterial incident data-6-15 minutes || Arterial traffic volumes, speeds, or travel time-6-15 minutes || Transit incident data-6-15 minutes || Transit vehicle location data (AVL)-6-15 minutes || Transit schedule adherence-6-15 minutes || Transit passenger count-6-15 minutes || Other data (please describe)-6-15 minutes || Freeway incident data-16--59 minutes || Freeway traffic volumes, speeds, or travel times-16--59 minutes || Arterial incident data-16--59 minutes || Arterial traffic volumes, speeds, or travel time-16--59 minutes || Transit incident data-16--59 minutes || Transit vehicle location data (AVL)-16--59 minutes || Transit schedule adherence-16--59 minutes || Transit passenger count-16--59 minutes || Other data (please describe)-16--59 minutes || Freeway incident data-60+ minutes || Freeway traffic volumes, speeds, or travel times-60+ minutes || Arterial incident data-60+ minutes || Arterial traffic volumes, speeds, or travel time-60+ minutes || Transit incident data-60+ minutes || Transit vehicle location data (AVL)-60+ minutes || Transit schedule adherence-60+ minutes || Transit passenger count-60+ minutes || Other data (please describe)-60+ minutes",ICMSendsFreewayIncident || ICMSendsFreewayTraffic || ICMSendsArterialIndicent || ICMSendsArterialTraffic || ICMSendsTransitIncident || ICMSendsTransitLocation || ICMSendsTransitSchedule || ICMSendsTransitPassenger || ICMSendsOther || ICMReceivesFreewayIncident || ICMReceivesFreewayTraffic || ICMReceivesArterialIndicent || ICMReceivesArterialTraffic || ICMReceivesTransitIncident || ICMReceivesTransitLocation || ICMReceivesTransitSchedule || ICMReceivesTransitPassenger || ICMReceivesOther || ICMCollectsNotShareFreewayIncident || ICMCollectsNotShareFreewayTraffic || ICMCollectsNotShareArterialIndicent || ICMCollectsNotShareArterialTraffic || ICMCollectsNotShareTransitIncident || ICMCollectsNotShareTransitLocation || ICMCollectsNotShareTransitSchedule || ICMCollectsNotShareTransitPassenger || ICMCollectsNotShareOther || ICMNotCollectFreewayIncident || ICMNotCollectFreewayTraffic || ICMNotCollectArterialIndicent || ICMNotCollectArterialTraffic || ICMNotCollectTransitIncident || ICMNotCollectTransitLocation || ICMNotCollectTransitSchedule || ICMNotCollectTransitPassenger || ICMNotCollectOther || ICMNotApplicableFreewayIncident || ICMNotApplicableFreewayTraffic || ICMNotApplicableArterialIndicent || ICMNotApplicableArterialTraffic || ICMNotApplicableTransitIncident || ICMNotApplicableTransitLocation || ICMNotApplicableTransitSchedule || ICMNotApplicableTransitPassenger || ICMNotApplicableOther || ICMSendRecOtherText || ICMFreq5FreewayIncident || ICMFreq5FreewayTraffic || ICMFreq5ArterialIndicent || ICMFreq5ArterialTraffic || ICMFreq5TransitIncident || ICMFreq5TransitLocation || ICMFreq5TransitSchedule || ICMFreq5TransitPassenger || ICMFreq5Other || ICMFreq15FreewayIncident || ICMFreq15FreewayTraffic || ICMFreq15ArterialIndicent || ICMFreq15ArterialTraffic || ICMFreq15TransitIncident || ICMFreq15TransitLocation || ICMFreq15TransitSchedule || ICMFreq15TransitPassenger || ICMFreq15Other || ICMFreq59FreewayIncident || ICMFreq59FreewayTraffic || ICMFreq59ArterialIndicent || ICMFreq59ArterialTraffic || ICMFreq59TransitIncident || ICMFreq59TransitLocation || ICMFreq59TransitSchedule || ICMFreq59TransitPassenger || ICMFreq59Other || ICMFreq60FreewayIncident || ICMFreq60FreewayTraffic || ICMFreq60ArterialIndicent || ICMFreq60ArterialTraffic || ICMFreq60TransitIncident || ICMFreq60TransitLocation || ICMFreq60TransitSchedule || ICMFreq60TransitPassenger || ICMFreq60Other,13_FM_Q62_1R01C01 || 13_FM_Q62_1R02C01 || 13_FM_Q62_1R03C01 || 13_FM_Q62_1R04C01 || 13_FM_Q62_1R05C01 || 13_FM_Q62_1R06C01 || 13_FM_Q62_1R07C01 || 13_FM_Q62_1R08C01 || 13_FM_Q62_1R09C01 || 13_FM_Q62_1R01C02 || 13_FM_Q62_1R02C02 || 13_FM_Q62_1R03C02 || 13_FM_Q62_1R04C02 || 13_FM_Q62_1R05C02 || 13_FM_Q62_1R06C02 || 13_FM_Q62_1R07C02 || 13_FM_Q62_1R08C02 || 13_FM_Q62_1R09C02 || 13_FM_Q62_1R01C03 || 13_FM_Q62_1R02C03 || 13_FM_Q62_1R03C03 || 13_FM_Q62_1R04C03 || 13_FM_Q62_1R05C03 || 13_FM_Q62_1R06C03 || 13_FM_Q62_1R07C03 || 13_FM_Q62_1R08C03 || 13_FM_Q62_1R09C03 || 13_FM_Q62_1R01C04 || 13_FM_Q62_1R02C04 || 13_FM_Q62_1R03C04 || 13_FM_Q62_1R04C04 || 13_FM_Q62_1R05C04 || 13_FM_Q62_1R06C04 || 13_FM_Q62_1R07C04 || 13_FM_Q62_1R08C04 || 13_FM_Q62_1R09C04 || 13_FM_Q62_1R01C05 || 13_FM_Q62_1R02C05 || 13_FM_Q62_1R03C05 || 13_FM_Q62_1R04C05 || 13_FM_Q62_1R05C05 || 13_FM_Q62_1R06C05 || 13_FM_Q62_1R07C05 || 13_FM_Q62_1R08C05 || 13_FM_Q62_1R09C05 || 13_FM_Q62_1R01C01TXT || 13_FM_Q62_2R01C01 || 13_FM_Q62_2R02C01 || 13_FM_Q62_2R03C01 || 13_FM_Q62_2R04C01 || 13_FM_Q62_2R05C01 || 13_FM_Q62_2R06C01 || 13_FM_Q62_2R07C01 || 13_FM_Q62_2R08C01 || 13_FM_Q62_2R09C01 || 13_FM_Q62_2R01C02 || 13_FM_Q62_2R02C02 || 13_FM_Q62_2R03C02 || 13_FM_Q62_2R04C02 || 13_FM_Q62_2R05C02 || 13_FM_Q62_2R06C02 || 13_FM_Q62_2R07C02 || 13_FM_Q62_2R08C02 || 13_FM_Q62_2R09C02 || 13_FM_Q62_2R01C03 || 13_FM_Q62_2R02C03 || 13_FM_Q62_2R03C03 || 13_FM_Q62_2R04C03 || 13_FM_Q62_2R05C03 || 13_FM_Q62_2R06C03 || 13_FM_Q62_2R07C03 || 13_FM_Q62_2R08C03 || 13_FM_Q62_2R09C03 || 13_FM_Q62_2R01C04 || 13_FM_Q62_2R02C04 || 13_FM_Q62_2R03C04 || 13_FM_Q62_2R04C04 || 13_FM_Q62_2R05C04 || 13_FM_Q62_2R06C04 || 13_FM_Q62_2R07C04 || 13_FM_Q62_2R08C04 || 13_FM_Q62_2R09C04,Boolean || Text,"0,1",0=No;1=Yes,Traffic Monitoring and Data Collection,High,travel time
